epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,817.823,0.52574,0.33612,0.83599,0.9689,0.97978,0.99267,0.86098,0.48826,0.30772,0.84806,0.000742625,0.000742625,0.000742625
43,837.964,0.52476,0.32651,0.84152,0.98715,0.98089,0.99324,0.85989,0.47564,0.31191,0.84152,0.00073025,0.00073025,0.00073025
44,858.799,0.51047,0.32462,0.83179,0.98891,0.98286,0.99255,0.86151,0.51834,0.31391,0.84726,0.000717875,0.000717875,0.000717875
45,878.248,0.51693,0.32713,0.83681,0.99176,0.98496,0.9943,0.84802,0.51613,0.31352,0.84732,0.0007055,0.0007055,0.0007055
46,899.789,0.52546,0.33641,0.83658,0.98839,0.98861,0.99399,0.858,0.50472,0.31472,0.86265,0.000693125,0.000693125,0.000693125
47,915.932,0.51536,0.32655,0.83062,0.97721,0.9794,0.99281,0.85573,0.50495,0.31571,0.85166,0.00068075,0.00068075,0.00068075
48,937.472,0.51888,0.3258,0.82864,0.97174,0.97728,0.99052,0.84098,0.48947,0.30804,0.8444,0.000668375,0.000668375,0.000668375
49,952.52,0.52361,0.33391,0.83211,0.98213,0.98405,0.99297,0.84348,0.51707,0.31623,0.84719,0.000656,0.000656,0.000656
50,968.655,0.49658,0.31926,0.82785,0.97732,0.98223,0.99218,0.85197,0.48978,0.2992,0.85042,0.000643625,0.000643625,0.000643625
51,987.547,0.49786,0.31935,0.82805,0.97988,0.98663,0.99412,0.87062,0.48605,0.29189,0.84956,0.00063125,0.00063125,0.00063125
52,1006.26,0.48466,0.30493,0.81983,0.98342,0.99049,0.99404,0.87584,0.49871,0.29851,0.84906,0.000618875,0.000618875,0.000618875
53,1024.58,0.49356,0.31094,0.82586,0.98549,0.98714,0.99398,0.87565,0.49777,0.2964,0.85172,0.0006065,0.0006065,0.0006065
54,1047.64,0.50305,0.31733,0.83373,0.99228,0.98423,0.9943,0.86924,0.49488,0.30258,0.85035,0.000594125,0.000594125,0.000594125
55,1067.84,0.48333,0.31153,0.8256,0.99371,0.98294,0.99416,0.87676,0.48203,0.29142,0.84463,0.00058175,0.00058175,0.00058175
56,1089.86,0.48087,0.30315,0.83121,0.98987,0.98331,0.99419,0.88068,0.4705,0.28596,0.83693,0.000569375,0.000569375,0.000569375
57,1116.84,0.4807,0.30349,0.82133,0.9915,0.98717,0.99419,0.8829,0.46572,0.27961,0.83511,0.000557,0.000557,0.000557
58,1138.5,0.47885,0.29952,0.82519,0.98751,0.98271,0.99365,0.87186,0.45985,0.28077,0.83643,0.000544625,0.000544625,0.000544625
59,1157.69,0.47462,0.30868,0.83596,0.98575,0.98841,0.99404,0.88317,0.46269,0.27975,0.83864,0.00053225,0.00053225,0.00053225
60,1183.42,0.47468,0.29728,0.81731,0.98234,0.987,0.99345,0.86331,0.47932,0.29734,0.84288,0.000519875,0.000519875,0.000519875
61,1209.47,0.46754,0.30069,0.82362,0.97787,0.98863,0.99267,0.87599,0.4719,0.29183,0.83696,0.0005075,0.0005075,0.0005075
62,1227.71,0.46437,0.29418,0.81839,0.9881,0.99,0.99433,0.88176,0.47001,0.28373,0.83751,0.000495125,0.000495125,0.000495125
63,1246.67,0.46396,0.2954,0.81935,0.98887,0.98548,0.99425,0.88909,0.46714,0.28478,0.83987,0.00048275,0.00048275,0.00048275
64,1268.97,0.45605,0.29266,0.81608,0.98821,0.98546,0.99447,0.88453,0.45029,0.27647,0.8305,0.000470375,0.000470375,0.000470375
65,1284.82,0.44827,0.28732,0.8106,0.98732,0.98435,0.9944,0.88141,0.44458,0.27212,0.82866,0.000458,0.000458,0.000458
66,1304.25,0.45895,0.29242,0.81889,0.99066,0.98372,0.99436,0.88988,0.45964,0.27489,0.83114,0.000445625,0.000445625,0.000445625
67,1324.98,0.46507,0.29823,0.82067,0.98461,0.99096,0.99456,0.89113,0.43668,0.27026,0.83092,0.00043325,0.00043325,0.00043325
68,1348,0.45559,0.28416,0.81629,0.97946,0.98582,0.99382,0.8938,0.43604,0.27711,0.83338,0.000420875,0.000420875,0.000420875
69,1372.35,0.44704,0.28522,0.81799,0.98907,0.98987,0.99449,0.89253,0.4315,0.26155,0.8359,0.0004085,0.0004085,0.0004085
70,1390.47,0.44805,0.28493,0.82053,0.9908,0.98505,0.99444,0.89842,0.42622,0.25998,0.83442,0.000396125,0.000396125,0.000396125
71,1412.77,0.42661,0.26921,0.80871,0.98962,0.98929,0.99433,0.89608,0.42699,0.26314,0.8336,0.00038375,0.00038375,0.00038375
72,1430.26,0.41731,0.26587,0.81027,0.98535,0.98432,0.99394,0.89824,0.41555,0.26318,0.82707,0.000371375,0.000371375,0.000371375
73,1446.75,0.42778,0.2735,0.81516,0.99057,0.98711,0.99364,0.90314,0.41462,0.2593,0.82647,0.000359,0.000359,0.000359
74,1468.9,0.42319,0.26673,0.80724,0.98789,0.98788,0.99429,0.89954,0.42049,0.25635,0.83236,0.000346625,0.000346625,0.000346625
75,1486.45,0.41785,0.2631,0.81288,0.98981,0.99003,0.99441,0.91335,0.41349,0.24972,0.8382,0.00033425,0.00033425,0.00033425
76,1508.87,0.41862,0.26908,0.81425,0.98887,0.98263,0.99383,0.9077,0.422,0.2591,0.83103,0.000321875,0.000321875,0.000321875
77,1529.38,0.42705,0.27147,0.81227,0.97999,0.98585,0.99305,0.90479,0.41844,0.26299,0.83147,0.0003095,0.0003095,0.0003095
78,1545.97,0.41893,0.26614,0.80604,0.98893,0.98791,0.99435,0.90328,0.40359,0.25079,0.83057,0.000297125,0.000297125,0.000297125
79,1566.26,0.41993,0.26353,0.81213,0.99055,0.98987,0.99456,0.90669,0.40086,0.25588,0.82852,0.00028475,0.00028475,0.00028475
80,1585.09,0.41153,0.26292,0.81194,0.99248,0.98577,0.9945,0.9093,0.39308,0.25333,0.82303,0.000272375,0.000272375,0.000272375
81,1604.03,0.4145,0.26071,0.80945,0.99296,0.9883,0.99449,0.90863,0.38748,0.24261,0.82337,0.00026,0.00026,0.00026
82,1621.83,0.4231,0.26512,0.80925,0.9907,0.99163,0.99458,0.90518,0.39636,0.24136,0.8258,0.000247625,0.000247625,0.000247625
83,1640.15,0.40587,0.26174,0.81162,0.99106,0.99082,0.99451,0.91156,0.38074,0.23945,0.82124,0.00023525,0.00023525,0.00023525
84,1657.16,0.40017,0.25086,0.80761,0.99027,0.98919,0.99432,0.91891,0.39223,0.24404,0.82728,0.000222875,0.000222875,0.000222875
